Record Type;PO Number;PO Number2;PO Number1;Chg;Com;Type;Conf;Order Date;Buyer;Account Number;Supplier;Curr;Item;Commodity Code;Description;Qty;Un;Order Value;Amount Invoiced;;WBS Code;Contract;Remarks
ttOrder;3093/M00110;3093/M00110;;;;;;;;;Protech Personnel - QLD;;3;MATS-001;CW3 Civil Labourer @ 2;500;HRS;42095;2917.18;;N001020;;
ttOrder;3093/M00110;3093/M00110;;;;;;;;;Protech Personnel - QLD;;4;MATS-001;CW3 Civil Labourer Meal Allowance (Paid at 1.;250;EA;6750;999;;N001020;;
ttOrder;3093/M00110;3093/M00110;;;;;;;;;Protech Personnel - QLD;;5;MATS-001;CW3 Civil Labourer Travel (Paid Daily));250;EA;11867.5;2943.15;;N001020;;
ttOrder;3093/M00111;3093/M00111;3093/M00111;;Y;N;Y;29/09/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;[PEG502512-P] Hardwood Peg 50 x 25 x 1200mm Painted (ea/10bundle);300;EA;1797;0;;PPPPWIP;3093;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;[PAINTPENP10BK] Paint Marker Pen P10 - Black (ea/12 Box);100;EA;540.86;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;[ARTLINECHISBK] Permanent Marker - 12mm Chisel Nib - Black (ea/6 in a box;40;EA;412.8;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;[SMP350W] DYMARK Spray and Mark Layout Paint; White 350gram (ea/12box);120;EA;796.82;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;5;MATS-001;[SMP350BL] DYMARK Spray and Mark Layout Paint; Blue 350gram (ea/12box);120;EA;796.82;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;6;MATS-001;[SMP350FPK] DYMARK Spray and Mark Layout Paint; Fluro Pink 350gram (ea/12box);120;EA;796.82;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;7;MATS-001;[FLAGTAPEOR] Flagging Tape 25mm x 100m - Orange;30;EA;139.2;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;8;MATS-001;[FLAGTAPEBL] Flagging Tape 25mm x 100m - Blue;30;EA;139.2;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;9;MATS-001;[FLAGTAPEY] Flagging Tape 25mm x 100m - Yellow;30;EA;139.2;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;10;MATS-001;[FLAGTAPEPK] Flagging Tape 25mm x 100m - Pink;30;EA;139.2;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;11;MATS-001;[SHOVEL1] Square Mouth Shovel - 'D' Handle - 39 - White;5;EA;80.33;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;12;MATS-001;[SHOVEL13] Post Hole Shovel Fibreglass Handle;5;EA;160;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;13;MATS-001;[LUMPH1] Lump Club Hammer - Fibreglass Handle - 3LB;5;EA;114.44;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;14;MATS-001;[ROADBROOM] Yard/Bitumen Road Broom 350mm (73351);5;EA;198.9;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;15;MATS-001;[TX677QP] GME Quad Pack 2 Watt UHF CB Handheld Radios inc cig charger  240V charger  belt clips;4;EA;1952.52;0;;PPPPWIP;;
ttOrder;3093/M00111;3093/M00111;;;;;;;;;Tradeline Site Solutions;;16;MATS-001;Delivery - Regional;1;EA;32.9;0;;PPPPWIP;;
ttOrder;3093/M00112;3093/M00112;3093/M00112;;Y;N;Y;29/09/2023;bstormon;DSWO01;DS Workwear;AUD;1;MATS-001;Mens L/weight Y/N L/Sl Shirt Taped XL;3;EA;91.5;91.5;;N003001;3093;Order Complete
ttOrder;3093/M00112;3093/M00112;;;;;;;;;DS Workwear;;2;MATS-001;Embroidery;6;EA;24.84;24.84;;N003001;;
ttOrder;3093/M00112;3093/M00112;;;;;;;;;DS Workwear;;3;MATS-001;D elivery;1;EA;22.73;22.71;;N003001;;
ttOrder;3093/M00113;3093/M00113;3093/M00113;V001;Y;N;Y;09/10/2023;bstormon;MYC001;MyCar Tyre and Auto;AUD;1;MATS-001;Tire repair;106.2;EA;106.2;96.54;;N002110;3093;Order Complete
ttOrder;3093/M00114;3093/M00114;3093/M00114;;Y;N;Y;05/10/2023;cmacdonald;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;[SIGNMM6060] Multi Message Sign 600 x 600mm;50;EA;1900;1900;;N0TM001;3093;Order Complete
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;[SIGNMM6060] Multi Message Sign 600 x 600mm;50;EA;3150;3150;;N0TM001;;
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;[SIGNMM1230] Multi Message Sign 1200 x 300mm;50;EA;1900;1900;;N0TM001;;
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;[SIGNCUST] Custom Design Sign - Magnetic;100;EA;1875;1875;;N0TM001;;
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;5;MATS-001;[SIGNMMF] Multi Message Sign Frame - Black;50;EA;2087.5;2087.5;;N0TM001;;
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;6;MATS-001;Safety Sign Bi Pod Multi Message Leg Only (1);100;EA;1900;1900;;N0TM001;;
ttOrder;3093/M00114;3093/M00114;;;;;;;;;Tradeline Site Solutions;;7;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N0TM001;;
ttOrder;3093/M00115;3093/M00115;3093/M00115;;Y;N;Y;05/10/2023;cmacdonald;AUST62;Australian Laboratory Service;AUD;1;MATS-001;2 Waters – weekly for first month then 1-2;4000;EA;4000;0;;N001903;3093;
ttOrder;3093/M00116;3093/M00116;3093/M00116;;Y;N;Y;05/10/2023;cmacdonald;TOT016;Total Tools Commercial Pty Lt;AUD;1;MATS-001;Pipe Laser  Hammer Drill  Other Item for Pipe Works;3657;EA;3657;3324.54;;N003001;3093;
ttOrder;3093/M00117;3093/M00117;3093/M00117;V001;N;N;Y;06/10/2023;bstormon;BORA08;Boral Resources (QLD);AUD;1;MATS-001;Lean Mix /Flowable Fill;57.2;M3;10793.64;0;;45DR050;3093;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;2;MATS-001;N32/20 concrete (boral ave $236 + haul ave;635.68;M3;152372.5;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;3;MATS-001;25MPa Blinding (20MPa on site);120.18;M3;23278.87;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;4;MATS-001;320kg/m3 Kerb Machine Mix TMR Road Authority;4.5;M3;880.65;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;5;MATS-001;Cartage Fees @ $1.50;34411.37;EA;34411.37;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;6;MATS-001;TMR Stabilised Sand MRTS04 12:1 Sand to GP;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;7;MATS-001;TMR Dry Stabilised Sand MRTS04 12:1 Sand to;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;8;MATS-001;S50/20/100 TMR Road Authority Mix MRTS70;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;9;MATS-001;S40/10/60 TMR Road Authority Mix;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;10;MATS-001;20mm TMR Road Authority No Fines Concrete to;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;11;MATS-001;Retarder Low Dose;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;12;MATS-001;Retarder Medium Dose;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;13;MATS-001;Retarder Large Dose;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;14;MATS-001;Waiting time on site per minute;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;15;MATS-001;Waiting time on site outside normal hours;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;16;MATS-001;Minimum load charges (under 3m3);0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;17;MATS-001;Washout if using retarders  fibres etc.;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;18;MATS-001;Plant Operating Fee Outside Hours;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;19;MATS-001;Surcharges per m3 out of hours - Mon to Fr;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;20;MATS-001;Surcharges per m3 Saturday outside normal;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;21;MATS-001;Surcharges per m3 Saturday outside normal;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;22;MATS-001;Surcharges per m3 Sunday  Saturday night ;0;M3;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;23;MATS-001;Cancellation fees < 50m3;0;EA;0;0;;45DR050;;
ttOrder;3093/M00117;3093/M00117;;;;;;;;;Boral Resources (QLD);;24;MATS-001;Cancellation fees > 50m3;0;EA;0;0;;45DR050;;
ttOrder;3093/M00118;3093/M00118;3093/M00118;;Y;N;Y;05/10/2023;bstormon;INF002;Infrabuild Construction Solut;AUD;1;MATS-001;REO BAR including cartage;100.95;TN;187767;0;;45DR050;3093;
ttOrder;3093/M00118;3093/M00118;;;;;;;;;Infrabuild Construction Solut;;2;MATS-001;REO HWARE;100.95;TN;6057;0;;45DR050;;
ttOrder;3093/M00118;3093/M00118;;;;;;;;;Infrabuild Construction Solut;;3;MATS-001;Delivery on ground to Oakey;20;EA;7000;0;;45DR050;;
ttOrder;3093/M00119;3093/M00119;3093/M00119;;Y;N;Y;05/10/2023;cmacdonald;OFFI10;Officeworks Superstores P/L;AUD;1;MATS-001;Tablets x2;1;EA;3449.1;3449.1;;N002101;3093;Order Complete
ttOrder;3093/M00119;3093/M00119;;;;;;;;;Officeworks Superstores P/L;;2;MATS-001;cases x2;1;EA;270.9;270.9;;N002101;;
ttOrder;3093/M00119;3093/M00119;;;;;;;;;Officeworks Superstores P/L;;3;MATS-001;Whiteout;1;EA;13.64;13.64;;N002101;;
ttOrder;3093/M00120;3093/M00120;3093/M00120;;Y;N;Y;06/10/2023;bstormon;JOBF01;Jobfit Health Group Pty Ltd;AUD;1;MATS-001;Matt Gesler - Full Medical;1;EA;667;0;;N003001;3093;
ttOrder;3093/M00121;3093/M00121;3093/M00121;;Y;N;Y;06/10/2023;cmacdonald;BUNN04;Bunnings - QLD;AUD;1;MATS-001;Misc items;500;EA;500;0;;N003001;3093;
ttOrder;3093/M00122;3093/M00122;3093/M00122;;Y;N;Y;06/10/2023;bstormon;GLOB04;Global Synthetics Pty Ltd;AUD;1;MATS-001;Geotextile Class D - Culvert Works;24682;M2;36529.36;0;;13DR050;3093;
ttOrder;3093/M00122;3093/M00122;;;;;;;;;Global Synthetics Pty Ltd;;2;MATS-001;Delivery;6;EA;2040;0;;13DR050;;
ttOrder;3093/M00123;3093/M00123;3093/M00123;;Y;N;Y;06/10/2023;bstormon;JOBF01;Jobfit Health Group Pty Ltd;AUD;1;MATS-001;Jobfit Basic Medical - Jordan Benny;251;EA;251;243;;N008003;3093;
ttOrder;3093/M00124;3093/M00124;3093/M00124;;Y;N;Y;09/10/2023;bstormon;PAT004;Pathtech Pty Ltd;AUD;1;MATS-001;Saliva Detection Device DrugWipe 6S;25;EA;862.5;0;;N003001;3093;
ttOrder;3093/M00124;3093/M00124;;;;;;;;;Pathtech Pty Ltd;;2;MATS-001;Quick Reference Guide;4;EA;0;0;;N003001;;
ttOrder;3093/M00124;3093/M00124;;;;;;;;;Pathtech Pty Ltd;;3;MATS-001;Freight Charge;1;EA;59.95;0;;N003001;;
ttOrder;3093/M00125;3093/M00125;3093/M00125;;Y;N;Y;10/10/2023;cmacdonald;ARTC01;Artcraft Pty Ltd;AUD;1;MATS-001;Road Edge Guide Post - Standard (Brimblecombe Road);16;EA;274.08;0;;FBFN001;3093;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;2;MATS-001;Road Edge Guide Post - Standard (Bischofs Road);2;EA;34.26;0;;FAFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;3;MATS-001;Road Edge Guide Post - Standard (Garskes Road);16;EA;274.08;0;;FJFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;4;MATS-001;Road Edge Guide Post - Standard (Gowrie Little Placeain Road);12;EA;205.56;0;;FNFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;5;MATS-001;Road Edge Guide Post - Standard (Jannusch Road);8;EA;137.04;0;;FQFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;6;MATS-001;Road Edge Guide Post - Standard (Kingsthorpe Silverleigh Road);2;EA;34.26;0;;FSFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;7;MATS-001;Road Edge Guide Post - Standard (Linora Drive);2;EA;34.26;0;;FTFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;8;MATS-001;Road Edge Guide Post - Standard (Reis Road);10;EA;171.3;0;;GOFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;9;MATS-001;Road Edge Guide Post - Standard (Old Homebush);6;EA;102.78;0;;GEFN001;;
ttOrder;3093/M00125;3093/M00125;;;;;;;;;Artcraft Pty Ltd;;10;MATS-001;Freight;1;EA;100;0;;FJFN001;;
ttOrder;3093/M00126;3093/M00126;3093/M00126;;Y;N;Y;09/10/2023;bstormon;VER004;Verifact Traffic Pty Ltd;AUD;1;MATS-001;Traffic Control @ 1;10058.35;EA;451921.45;0;;N0TM001;3093;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;2;MATS-001;Traffic Control @ 1.5;3126.13;EA;200853.85;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;3;MATS-001;Traffic Control @ 2;1227.41;EA;100426.69;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;4;MATS-001;Traffic Control @ Weekend;981.93;EA;80341.51;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;5;MATS-001;Traffic Control Vehicle with Message Board;2004.53;EA;50213.48;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;6;MATS-001;Traffic Control Vehicle with Variable;1442.5;EA;50213.43;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;7;MATS-001;Establishment per person per day;692.12;EA;20085.32;0;;N0TM001;;
ttOrder;3093/M00126;3093/M00126;;;;;;;;;Verifact Traffic Pty Ltd;;8;MATS-001;Meal Allowance on or after 9.5 hrs worked;1963;EA;50213.54;0;;N0TM001;;
ttOrder;3093/M00127;3093/M00127;3093/M00127;;Y;N;Y;09/10/2023;cmacdonald;MAST09;Master Hire;AUD;1;MATS-001;PETROL BRUSHCUTTER  & METAL BLADE ON HIRE;1;DAY;41.32;41.32;;N002101;3093;Order Complete
ttOrder;3093/M00127;3093/M00127;;;;;;;;;Master Hire;;2;MATS-001;POLE CHAINSAW 2 STROKE & SAFETY PACK;1;DAY;90.91;90.91;;N002101;;
ttOrder;3093/M00128;3093/M00128;3093/M00128;V001;Y;N;Y;11/10/2023;bstormon;SYD008;Sydney Tools;AUD;1;MATS-001;134840 - Bayer Honda Powered GX35 Petrol Post Driver With 4 Adaptors BHPPD GP No:134840;1;EA;1227.27;1227.27;;N002110;3093;Order Complete
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;2;MATS-001;96482 - KNIPEX 9901280 280mm Concrete Nipper GP No: 4003773012214;2;EA;88.1;88.1;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;3;MATS-001;141554 - Makita 18V X2 Skin DRS780Z Bless 36V Circular Saw 185mm (7) Rear Handle Tool Only GP No: 9346435001306;1;EA;349.09;349.09;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;4;MATS-001;154328 - Plumboss GLL2 Long Handle Gatic Lifter GP No: 9346435001306;1;EA;153.64;153.64;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;5;MATS-001;78507 - Makita ACC T-01373 Bit Set 38 PCE Impact Driver Bit Set 088381942737 GP No: 0883819465136;1;EA;36.82;36.82;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;6;MATS-001;110635/*200183 - Makita ACC P-19906 Drill Bit Set 19PC Performance Set 0883819465136 GP NO: 0883819465136;1;EA;35.45;35.45;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;7;MATS-001;145676 - GME TX6160TP UHF CB Radio 5-Watt (Twin Pk) 80 Channel IP67 30Hr - Twin Desktop + Vehicle Charge GP No: 9319493277464;1;EA;516.36;516.36;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;8;MATS-001;102483/*145652 - Estwing EWE24C 24OZ Claw Hammer Leather Grip 502167 GP No: 034139612810;1;EA;108.18;108.18;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;9;MATS-001;64677 - Makinta Acc B-15578 Saw Blade Aluminium TCT 185mm x 20 x 60T GP No: 088381363727;1;EA;55.05;55.04;;N002110;;
ttOrder;3093/M00128;3093/M00128;;;;;;;;;Sydney Tools;;10;MATS-001;Freight;1;EA;136.36;136.36;;N002110;;
ttOrder;3093/M00129;3093/M00129;3093/M00129;;Y;N;Y;11/10/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;TSS/25633;1;EA;1789.53;1789.53;;N003001;3093;Order Complete
ttOrder;3093/M00129;3093/M00129;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;TSS/25762;1;EA;718.8;718.8;;N003001;;
ttOrder;3093/M00130;3093/M00130;3093/M00130;;Y;N;Y;11/10/2023;bstormon;JAS002;Jasmond Transport Pty Ltd;AUD;1;MATS-001;Tandem - 13T;100;HR;11900;0;;FBDR051;3093;
ttOrder;3093/M00130;3093/M00130;;;;;;;;;Jasmond Transport Pty Ltd;;2;MATS-001;Twin Steers - 18T;339.75;HR;44167.5;0;;FBDR051;;
ttOrder;3093/M00130;3093/M00130;;;;;;;;;Jasmond Transport Pty Ltd;;3;MATS-001;Truck & Dog - 29T;100;HR;15000;0;;FBDR051;;
ttOrder;3093/M00130;3093/M00130;;;;;;;;;Jasmond Transport Pty Ltd;;4;MATS-001;Truck & Dog - 33T;100;HR;17000;0;;FBDR051;;
ttOrder;3093/M00130;3093/M00130;;;;;;;;;Jasmond Transport Pty Ltd;;5;MATS-001;Truck & PBS Dog - 38T;100;EA;20000;0;;FBDR051;;
ttOrder;3093/M00131;3093/M00131;3093/M00131;;Y;N;Y;11/10/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Hessian Sand Bag 33 x 14;3000;EA;4920;0;;N001903;3093;
ttOrder;3093/M00131;3093/M00131;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Sand Bag Filler;5;EA;1035;0;;N001903;;
ttOrder;3093/M00131;3093/M00131;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Delivery - Regional;1;EA;32.9;0;;N001903;;
ttOrder;3093/M00132;3093/M00132;3093/M00132;;Y;N;Y;11/10/2023;bstormon;DSWO01;DS Workwear;AUD;1;MATS-001;Shirt L/sl Coolweight C/w Tape Y/n XL;5;EA;152.5;0;;N003001;3093;
ttOrder;3093/M00132;3093/M00132;;;;;;;;;DS Workwear;;2;MATS-001;Oliver AT55 Series Wheat L/up Boot Sz 11;1;EA;145.41;0;;N003001;;
ttOrder;3093/M00132;3093/M00132;;;;;;;;;DS Workwear;;3;MATS-001;Embroidery;10;EA;41.4;0;;N003001;;
ttOrder;3093/M00132;3093/M00132;;;;;;;;;DS Workwear;;4;MATS-001;D elivery;1;EA;22.73;0;;N003001;;
ttOrder;3093/M00133;3093/M00133;3093/M00133;;Y;N;Y;11/10/2023;cmacdonald;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Safety Flags - BLUE Bunting - 30m (ea/25box);17;EA;259.6;259.6;;N003001;3093;Order Complete
ttOrder;3093/M00133;3093/M00133;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Safety Flags - Orange Bunting - 30m;17;EA;145.47;145.47;;N003001;;
ttOrder;3093/M00133;3093/M00133;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N003001;;
ttOrder;3093/M00134;3093/M00134;3093/M00134;;Y;N;Y;12/10/2023;cmacdonald;EUR006;Europcar VIC;AUD;1;MATS-001;Rental car;5000;EA;5000;0;;N002110;3093;
ttOrder;3093/M00135;3093/M00135;3093/M00135;;Y;N;Y;12/10/2023;cmacdonald;DPH001;Dennis Plant Hire;AUD;1;MATS-001;6T Combo Hire;130;HR;20150;0;;45DR050;3093;
ttOrder;3093/M00136;3093/M00136;3093/M00136;;Y;N;Y;12/10/2023;bstormon;DCC003;DC Commercial Qld;AUD;1;MATS-001;Rent for 16/10/23 to 15/10/23;1;EA;39000;39000;;N002100;3093;Order Complete
ttOrder;3093/M00136;3093/M00136;;;;;;;;;DC Commercial Qld;;2;MATS-001;3 Months bond;1;EA;9750;9750;;N002100;;
ttOrder;3093/M00137;3093/M00137;3093/M00137;;Y;N;Y;12/10/2023;ajeffery;EUR003;Europcar WA;AUD;1;MATS-001;Hire prado for Ward;1;EA;500;0;;N002110;3093;
ttOrder;3093/M00138;3093/M00138;3093/M00138;;Y;N;Y;12/10/2023;cmacdonald;OFFI10;Officeworks Superstores P/L;AUD;1;MATS-001;Tablets;6;EA;8165.46;0;;N002190;3093;
ttOrder;3093/M00139;3093/M00139;3093/M00139;;Y;N;Y;12/10/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Star Post 1650mm Black (BL) (ea/ packs of 10);100;EA;664.02;0;;N002101;3093;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Safety Caps / Star Post Caps (Bag of 100);2;EA;72.83;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;T-top Bollard Top and base;100;EA;1179;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;Triangular Day/Night Bunting 30m Reflective;4;EA;119.4;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;5;MATS-001;Safety Sign 600 x 450mm - DANGER Deep;20;EA;412;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;6;MATS-001;Safety Sign 600 x 450mm - SDS Located Here;2;EA;41.2;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;7;MATS-001;Sign 450 x 600mm Spill Kit;2;EA;41.2;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;8;MATS-001;1200 x 1800mm Coreflute Yellow Man Cut Out -;10;EA;542.89;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;9;MATS-001;Custom Sticker A4 Look Up & Live (suit;10;EA;28.1;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;10;MATS-001;1200 x 1800mm Coreflute Yellow Man Cut Out -;10;EA;542.89;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;11;MATS-001;Custom Sticker A4 Be Line Aware;10;EA;28.1;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;12;MATS-001;1200 x 1800mm Coreflute Yellow Man Cut Out -;10;EA;542.89;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;13;MATS-001;Insect Repellant - Tropical Strength - 150g;4;EA;41.98;0;;N002101;;
ttOrder;3093/M00139;3093/M00139;;;;;;;;;Tradeline Site Solutions;;14;MATS-001;Delivery - Regional;1;EA;32.9;0;;N002101;;
ttOrder;3093/M00140;3093/M00140;3093/M00140;;Y;N;Y;13/10/2023;bstormon;YAR001;Yarramine Environmental;AUD;1;MATS-001;Labour;40;EA;15000;0;;N001903;3093;
